student_id,age,gender,state,district,urban_rural,education_level,course_type,annual_family_income,family_members,earning_members,monthly_expenses,family_debt,medical_expenses,education_expenses,number_of_dependents,has_house,has_vehicle,land_area,previous_percentage,current_percentage,attendance_percentage,academic_consistency,subject_strength,internet_access,has_laptop,has_smartphone,school_quality_score,coaching_access,library_access,electricity_reliability,distance_to_school,single_parent,orphan,disability,serious_family_illness,first_generation_learner,natural_disaster_affected,emergency_expenses,recently_lost_income,other_special_circumstances,per_capita_income,dependency_ratio,expense_income_ratio,debt_burden_score,opportunity_gap_score,financial_need_score,academic_potential_score,vulnerability_score,special_circumstances_score,academic_improvement,final_score,scholarship_eligible
STU0583,16,Female,Madhya Pradesh,District_MAD_2,Rural,Higher Secondary,STEM,125000.0,8,1,9800.0,50000.0,15000,42900.0,7,1,0,0.53,77.24,88.08,67.33,0.57,Humanities,1,0,1,8,0,1,12.4,6.8,0,0,0,0,0,0,20000,0,0,15625.0,7.0,1.404,0.4,40.55,83.18,74.66,0.0,28.8,10.840000000000003,57.33,1
STU0584,21,Female,Odisha,District_ODI_3,Semi-Urban,Undergraduate,STEM,90000.0,6,1,7600.0,14000.0,0,12100.0,5,1,0,0.55,60.98,69.83,65.57,0.65,Science,0,0,1,9,0,1,18.6,1.1,0,0,0,0,0,0,0,0,0,15000.0,5.0,1.1477777777777778,0.15555555555555556,49.19,81.6,65.89,0.0,0.0,8.850000000000001,54.87,1
STU0585,20,Female,Tamil Nadu,District_TAM_5,Semi-Urban,Diploma,STEM,186000.0,7,2,12900.0,71000.0,15000,45000.0,5,1,0,0.11,58.53,66.53,90.09,0.68,Science,0,1,1,6,0,1,20.5,1.8,0,0,0,1,0,0,0,1,0,26571.428571428572,2.5,1.1548387096774193,0.3817204301075269,33.18,75.33,63.5,15.0,35.0,8.0,52.88,1
STU0586,21,Female,West Bengal,District_WES_2,Rural,Undergraduate,Medicine,326000.0,6,2,24400.0,0.0,15000,97600.0,4,1,0,1.13,88.99,89.96,77.67,0.96,Commerce,0,1,1,5,1,0,12.1,12.4,0,0,0,0,0,0,20000,0,1,54333.333333333336,2.0,1.2435582822085889,0.0,42.42,56.43,63.87,0.0,36.04,0.9699999999999989,46.0,0
STU0587,25,Male,Odisha,District_ODI_5,Rural,Undergraduate,Arts,41000.0,5,1,2500.0,0.0,0,9500.0,4,1,0,2.39,82.63,86.48,90.03,0.85,Science,0,0,1,7,0,0,19.6,10.6,0,0,0,1,0,0,0,0,0,8200.0,4.0,0.9634146341463414,0.0,65.57,80.02,70.96,15.0,0.0,3.8500000000000085,61.11,1
STU0588,20,Male,Odisha,District_ODI_1,Urban,Undergraduate,STEM,220000.0,7,1,16900.0,0.0,40000,27000.0,6,1,0,0.02,59.59,60.07,86.76,0.98,Commerce,0,1,1,3,0,1,20.2,3.6,0,0,0,0,0,0,0,0,0,31428.571428571428,6.0,1.2263636363636363,0.0,38.52,71.79,51.6,0.0,0.0,0.4799999999999969,45.73,0
STU0589,21,Female,Maharashtra,District_MAH_4,Urban,Undergraduate,STEM,203000.0,4,2,18500.0,60000.0,0,49900.0,2,0,0,0.18,77.68,79.36,67.37,0.93,Humanities,1,1,1,4,0,1,18.0,4.9,0,0,1,0,0,0,0,0,0,50750.0,1.0,1.3394088669950739,0.2955665024630542,23.46,63.48,56.67,25.0,0.0,1.6799999999999926,44.83,0
STU0590,20,Male,Bihar,District_BIH_4,Urban,Undergraduate,Vocational,109000.0,3,1,5700.0,73000.0,0,27600.0,2,0,0,0.04,70.14,73.55,79.39,0.86,Science,1,1,1,7,0,0,19.3,1.7,0,0,1,0,0,1,0,0,0,36333.333333333336,2.0,0.8807339449541285,0.6697247706422018,27.14,81.36,58.34,40.0,0.0,3.4099999999999966,54.49,1
STU0591,20,Male,Odisha,District_ODI_3,Rural,Postgraduate,STEM,148000.0,3,1,12900.0,166000.0,40000,41800.0,2,1,0,1.72,57.14,64.42,76.87,0.71,Mathematics,1,0,1,9,0,0,15.9,12.4,0,0,0,0,0,0,0,1,0,49333.333333333336,2.0,1.5986486486486486,1.1216216216216217,49.84,81.75,62.9,0.0,35.0,7.280000000000001,56.06,1
STU0592,19,Female,Uttar Pradesh,District_UTT_4,Urban,Postgraduate,Commerce,91000.0,5,1,6700.0,0.0,0,26400.0,4,0,0,0.09,73.93,79.47,76.11,0.78,Commerce,1,0,0,7,0,1,23.1,5.6,0,0,1,0,0,0,0,0,0,18200.0,4.0,1.1736263736263737,0.0,47.12,82.49,66.18,25.0,0.0,5.539999999999992,58.59,1
STU0593,18,Female,Rajasthan,District_RAJ_1,Urban,Higher Secondary,STEM,321000.0,6,1,19400.0,0.0,15000,94000.0,5,1,0,0.33,62.67,64.7,80.62,0.92,Science,1,1,1,3,1,1,22.2,1.0,0,1,0,0,1,0,0,0,0,53500.0,5.0,1.064797507788162,0.0,11.65,65.54,50.83,50.0,0.0,2.030000000000001,45.48,0
STU0594,18,Female,Rajasthan,District_RAJ_3,Urban,Undergraduate,Medicine,221000.0,4,1,19800.0,0.0,0,58800.0,3,1,0,0.08,54.33,57.66,97.32,0.87,Humanities,1,0,1,7,1,0,22.0,1.9,1,0,0,0,0,0,0,0,0,55250.0,3.0,1.3411764705882352,0.0,36.09,71.69,55.05,25.0,0.0,3.3299999999999983,49.82,1
STU0595,19,Female,Uttar Pradesh,District_UTT_2,Urban,Postgraduate,Medicine,177000.0,7,1,12400.0,0.0,0,27200.0,6,1,0,0.12,71.01,76.61,90.89,0.78,Humanities,1,0,1,7,0,1,22.8,4.2,1,0,0,1,0,0,20000,0,0,25285.714285714286,6.0,0.9943502824858758,0.0,36.68,74.22,65.03,40.0,20.34,5.599999999999994,56.59,1
STU0596,24,Male,Bihar,District_BIH_4,Rural,Undergraduate,Arts,130000.0,6,2,8300.0,143000.0,15000,26100.0,4,1,0,0.26,76.55,83.56,94.34,0.72,Mathematics,0,1,1,7,0,0,20.1,11.0,0,0,0,0,1,0,0,0,0,21666.666666666668,2.0,1.0823076923076924,1.1,45.52,83.71,71.3,15.0,0.0,7.010000000000005,58.48,1
STU0597,17,Female,Bihar,District_BIH_3,Urban,Higher Secondary,STEM,102000.0,5,1,5900.0,0.0,0,30000.0,4,1,0,0.11,52.11,46.0,61.13,0.76,Humanities,0,0,1,8,0,1,21.1,6.4,0,0,0,0,0,0,50000,0,0,20400.0,4.0,0.9882352941176471,0.0,51.77,78.64,36.08,0.0,45.0,-6.109999999999999,49.15,0
STU0598,24,Male,Maharashtra,District_MAH_1,Rural,Undergraduate,STEM,351000.0,6,1,21100.0,0.0,0,118800.0,5,0,0,1.32,68.09,64.63,65.33,0.86,Humanities,0,0,1,8,1,0,4.0,2.1,0,0,0,0,0,1,0,1,0,58500.0,5.0,1.0598290598290598,0.0,57.17,66.15,47.57,15.0,35.0,-3.460000000000008,50.48,0
STU0599,16,Male,Tamil Nadu,District_TAM_5,Rural,Diploma,Arts,148000.0,5,1,12500.0,25000.0,0,17700.0,4,1,1,1.94,61.59,71.24,63.22,0.61,Science,0,1,1,5,0,0,16.6,2.9,0,0,1,0,0,0,20000,0,0,29600.0,4.0,1.133108108108108,0.16891891891891891,46.74,73.49,66.85,25.0,24.32,9.649999999999991,56.75,1
STU0600,16,Female,Madhya Pradesh,District_MAD_5,Rural,Higher Secondary,Arts,165000.0,8,2,12500.0,44000.0,40000,38600.0,6,1,0,1.51,51.38,54.01,70.0,0.89,Commerce,0,0,1,8,0,0,19.1,9.3,0,0,0,0,1,0,0,0,0,20625.0,3.0,1.3854545454545455,0.26666666666666666,63.76,78.19,54.06,15.0,0.0,2.6299999999999955,55.88,1
STU0601,20,Male,Bihar,District_BIH_1,Urban,Postgraduate,STEM,172000.0,3,1,15100.0,0.0,0,30600.0,2,0,0,0.14,55.65,56.11,76.79,0.98,Languages,1,0,1,7,0,1,22.9,3.0,0,0,0,0,1,0,0,0,0,57333.333333333336,2.0,1.2313953488372094,0.0,36.16,69.26,48.64,15.0,0.0,0.46000000000000085,45.88,0
STU0602,21,Female,West Bengal,District_WES_1,Rural,Undergraduate,STEM,147000.0,3,1,8800.0,87000.0,40000,23000.0,2,1,0,0.84,56.26,57.68,84.4,0.94,Humanities,1,0,1,4,1,0,18.9,21.2,0,0,0,1,0,0,0,0,0,49000.0,2.0,1.146938775510204,0.5918367346938775,49.6,76.22,53.28,15.0,0.0,1.4200000000000017,52.17,1
STU0603,21,Male,Maharashtra,District_MAH_5,Semi-Urban,Undergraduate,Arts,93000.0,6,1,5100.0,0.0,0,21100.0,5,1,0,0.22,58.23,59.65,79.03,0.94,Humanities,1,0,1,9,0,0,24.0,2.2,0,0,0,0,0,0,0,0,0,15500.0,5.0,0.8849462365591397,0.0,42.38,77.56,52.45,0.0,0.0,1.4200000000000017,48.73,0
STU0604,18,Female,Assam,District_ASS_3,Rural,Undergraduate,Arts,63000.0,4,2,3200.0,0.0,15000,15800.0,2,1,0,0.23,86.15,92.5,94.32,0.75,Languages,0,0,0,8,0,0,8.5,4.4,0,0,0,0,0,0,50000,0,1,15750.0,1.0,1.0984126984126985,0.0,76.22,64.42,78.64,0.0,70.0,6.349999999999994,60.95,1
STU0605,22,Male,Karnataka,District_KAR_5,Rural,Higher Secondary,STEM,59000.0,7,1,4200.0,0.0,40000,6000.0,6,1,0,0.27,69.78,66.13,95.71,0.85,Humanities,0,0,0,5,1,0,14.8,6.0,1,0,0,0,0,1,0,0,0,8428.57142857143,6.0,1.6338983050847458,0.0,68.73,81.3,52.61,40.0,0.0,-3.6500000000000057,61.35,1
STU0606,24,Male,Assam,District_ASS_1,Urban,Diploma,STEM,295000.0,5,1,27000.0,0.0,0,87000.0,4,1,0,0.13,56.62,59.77,66.21,0.87,Science,1,1,1,9,1,1,18.8,1.9,0,0,0,0,0,0,0,0,0,59000.0,4.0,1.3932203389830509,0.0,4.43,67.22,47.77,0.0,0.0,3.1500000000000057,36.36,0
STU0607,25,Female,Maharashtra,District_MAH_4,Urban,Undergraduate,Vocational,86000.0,7,1,6800.0,90000.0,0,26200.0,6,1,0,0.48,54.51,58.99,92.41,0.82,Science,1,0,1,5,0,1,23.0,1.8,0,0,1,0,1,1,20000,0,0,12285.714285714286,6.0,1.2534883720930232,1.0465116279069768,38.64,94.55,56.95,55.0,41.86,4.480000000000004,65.4,1
STU0608,23,Male,Odisha,District_ODI_2,Urban,Postgraduate,Arts,50000.0,3,2,3100.0,0.0,15000,17100.0,1,1,0,0.08,63.41,68.78,78.31,0.78,Languages,1,0,1,6,1,1,21.3,15.7,0,0,0,0,0,0,0,0,0,16666.666666666668,0.5,1.386,0.0,33.4,61.12,59.81,0.0,0.0,5.3700000000000045,43.02,0
STU0609,21,Male,Madhya Pradesh,District_MAD_4,Semi-Urban,Higher Secondary,Commerce,327000.0,4,1,28300.0,0.0,15000,47500.0,3,1,0,0.69,85.91,90.25,77.23,0.83,Humanities,1,0,1,7,1,1,22.4,1.7,0,0,0,0,0,0,0,0,0,81750.0,3.0,1.229663608562691,0.0,25.85,64.97,65.86,0.0,0.0,4.340000000000003,44.37,0
STU0610,23,Male,Karnataka,District_KAR_4,Urban,Postgraduate,Arts,70000.0,4,2,5800.0,131000.0,0,17400.0,2,1,0,0.02,66.4,72.5,89.83,0.76,Humanities,1,1,1,9,0,1,15.7,1.4,0,0,0,0,0,0,0,0,0,17500.0,1.0,1.2428571428571429,1.8714285714285714,15.52,79.12,60.76,0.0,0.0,6.099999999999994,45.99,0
STU0611,20,Male,Assam,District_ASS_1,Urban,Undergraduate,STEM,217000.0,7,2,11000.0,138000.0,15000,44800.0,5,1,1,0.47,57.2,56.76,63.54,0.98,Commerce,0,1,1,4,0,1,21.5,1.8,0,0,0,0,1,0,0,0,1,31000.0,2.5,0.8838709677419355,0.6359447004608295,35.76,71.33,46.16,15.0,25.0,-0.44000000000000483,47.16,0
STU0612,23,Male,Karnataka,District_KAR_5,Semi-Urban,Undergraduate,STEM,114000.0,3,2,9600.0,22000.0,15000,20900.0,1,1,0,0.12,68.19,65.53,93.53,0.89,Humanities,1,0,1,4,0,1,20.0,3.2,0,0,0,0,0,0,0,0,1,38000.0,0.5,1.325438596491228,0.19298245614035087,41.95,60.15,49.82,0.0,25.0,-2.6599999999999966,43.15,0
STU0613,25,Female,West Bengal,District_WES_3,Urban,Undergraduate,STEM,64000.0,7,1,4000.0,63000.0,15000,15500.0,6,0,0,0.02,74.99,92.73,85.49,0.3,Science,1,0,0,6,0,1,18.2,7.8,0,0,0,0,1,0,20000,0,0,9142.857142857143,6.0,1.2265625,0.984375,51.54,98.91,84.87,15.0,45.0,17.74000000000001,70.64,1
STU0614,19,Female,West Bengal,District_WES_4,Urban,Higher Secondary,Commerce,136000.0,6,3,7600.0,0.0,15000,40200.0,3,1,0,0.42,51.33,52.52,93.26,0.95,Mathematics,1,0,1,4,0,1,20.9,5.2,0,0,0,0,1,0,0,0,0,22666.666666666668,1.0,1.076470588235294,0.0,42.37,59.92,50.72,15.0,0.0,1.1900000000000048,44.38,0
STU0615,25,Male,West Bengal,District_WES_5,Semi-Urban,Undergraduate,Commerce,43000.0,4,1,2600.0,70000.0,0,4500.0,3,1,0,0.06,78.24,80.14,97.79,0.92,Mathematics,1,0,0,9,0,1,23.2,6.0,0,0,0,0,0,0,0,0,0,10750.0,3.0,0.8302325581395349,1.627906976744186,44.23,94.42,63.42,0.0,0.0,1.9000000000000057,57.75,1
STU0616,23,Female,Maharashtra,District_MAH_3,Urban,Undergraduate,STEM,371000.0,4,1,25800.0,0.0,100000,127000.0,3,1,0,0.0,67.78,74.85,79.68,0.72,Mathematics,1,1,1,5,0,0,24.0,6.4,0,0,0,0,0,0,20000,0,1,92750.0,3.0,1.4463611859838275,0.0,30.06,62.74,64.12,0.0,34.7,7.069999999999993,45.74,0
STU0617,25,Male,Madhya Pradesh,District_MAD_4,Semi-Urban,Diploma,Vocational,170000.0,6,2,11500.0,89000.0,0,51400.0,4,1,0,0.03,50.44,63.01,63.54,0.5,Mathematics,0,0,1,3,0,1,21.5,8.1,0,0,0,0,0,0,20000,0,0,28333.333333333332,2.0,1.1141176470588234,0.5235294117647059,59.78,74.3,69.38,0.0,21.18,12.57,56.36,1
STU0618,17,Male,Maharashtra,District_MAH_3,Semi-Urban,Postgraduate,STEM,67000.0,3,1,4200.0,185000.0,0,19300.0,2,1,0,0.22,80.33,80.06,66.33,0.98,Humanities,1,0,1,5,1,1,19.6,1.3,0,0,0,0,1,0,0,0,0,22333.333333333332,2.0,1.0402985074626865,2.7611940298507465,29.85,87.51,55.13,15.0,0.0,-0.269999999999996,52.63,1
STU0619,20,Female,Rajasthan,District_RAJ_5,Semi-Urban,Higher Secondary,Vocational,89000.0,4,1,5100.0,0.0,0,25800.0,3,1,0,0.76,82.06,79.06,72.3,0.88,Humanities,1,0,0,8,1,0,19.5,2.3,0,0,0,0,1,0,0,1,0,22250.0,3.0,0.9775280898876404,0.0,45.8,78.87,53.12,15.0,35.0,-3.0,54.04,1
STU0620,24,Female,Odisha,District_ODI_2,Rural,Undergraduate,Vocational,147000.0,8,1,12000.0,86000.0,0,29000.0,7,0,0,0.71,78.3,73.84,63.94,0.82,Commerce,0,0,1,3,0,1,18.3,2.9,0,0,0,0,0,0,0,0,0,18375.0,7.0,1.1768707482993197,0.5850340136054422,59.04,87.53,49.7,0.0,0.0,-4.459999999999994,54.87,1
STU0621,19,Male,Odisha,District_ODI_5,Semi-Urban,Undergraduate,STEM,78000.0,8,1,7100.0,0.0,0,22500.0,7,1,0,0.12,65.39,77.95,90.98,0.5,Humanities,1,0,0,4,0,1,19.0,1.9,0,0,0,0,0,0,20000,0,0,9750.0,7.0,1.3807692307692307,0.0,51.84,80.25,76.89,0.0,45.0,12.560000000000002,59.93,1
STU0622,21,Female,West Bengal,District_WES_1,Semi-Urban,Diploma,STEM,96000.0,8,1,7900.0,0.0,0,18900.0,7,1,0,0.04,73.83,70.6,71.28,0.87,Mathematics,1,0,0,7,0,1,22.2,3.7,0,0,0,0,0,0,20000,0,0,12000.0,7.0,1.184375,0.0,46.73,79.22,49.38,0.0,37.5,-3.230000000000004,51.29,1
STU0623,16,Male,Rajasthan,District_RAJ_3,Semi-Urban,Undergraduate,Arts,178000.0,5,2,11100.0,132000.0,0,57800.0,3,1,0,0.27,67.42,70.26,97.08,0.89,Languages,1,0,1,9,0,0,21.6,2.0,0,0,0,1,0,1,0,0,0,35600.0,1.5,1.0730337078651686,0.7415730337078652,43.3,72.78,60.52,30.0,0.0,2.8400000000000034,53.76,1
STU0624,24,Female,Bihar,District_BIH_2,Rural,Undergraduate,Commerce,362000.0,5,2,21800.0,4000.0,15000,52200.0,3,0,1,0.48,81.53,78.66,86.7,0.89,Languages,1,1,1,3,1,1,12.9,9.9,1,0,0,0,1,0,120000,0,0,72400.0,1.5,0.9082872928176795,0.011049723756906077,19.08,48.28,50.64,40.0,45.0,-2.8700000000000045,41.62,0
STU0625,16,Male,Bihar,District_BIH_3,Rural,Undergraduate,Arts,133000.0,3,1,7900.0,113000.0,0,23000.0,2,1,0,2.33,76.26,70.57,66.59,0.77,Science,1,0,1,5,0,1,24.0,35.9,0,0,0,0,1,0,0,0,0,44333.333333333336,2.0,0.8857142857142857,0.849624060150376,47.5,78.32,45.86,15.0,0.0,-5.690000000000012,50.63,0
STU0626,20,Female,West Bengal,District_WES_3,Rural,Undergraduate,Vocational,267000.0,6,1,14900.0,54000.0,0,63500.0,5,1,0,2.89,53.68,54.93,78.09,0.95,Science,0,0,1,5,1,0,15.8,2.3,0,0,0,0,0,0,20000,0,0,44500.0,5.0,0.9074906367041199,0.20224719101123595,56.84,68.89,52.43,0.0,13.48,1.25,49.26,1
STU0627,19,Male,Assam,District_ASS_4,Rural,Undergraduate,Commerce,417000.0,7,2,30400.0,13000.0,0,75000.0,5,1,1,3.8,78.94,76.31,77.74,0.89,Humanities,0,1,1,8,0,0,14.2,11.7,0,0,0,0,0,0,20000,0,0,59571.42857142857,2.5,1.0546762589928058,0.03117505995203837,46.76,50.0,53.32,0.0,8.63,-2.6299999999999955,40.61,0
STU0628,18,Female,Maharashtra,District_MAH_1,Urban,Higher Secondary,STEM,84000.0,3,1,6300.0,0.0,0,17300.0,2,1,0,0.41,80.93,79.78,78.72,0.95,Languages,1,0,0,5,0,1,19.8,5.4,0,0,0,0,1,0,50000,0,0,28000.0,2.0,1.105952380952381,0.0,51.41,71.38,58.02,15.0,45.0,-1.1500000000000057,54.27,1
STU0629,21,Male,West Bengal,District_WES_3,Urban,Diploma,STEM,336000.0,7,1,26700.0,0.0,0,75000.0,6,1,0,0.14,66.68,81.72,80.36,0.4,Mathematics,1,1,1,9,0,0,22.8,3.3,0,0,0,1,0,1,120000,0,0,48000.0,6.0,1.1767857142857143,0.0,23.32,64.76,76.22,30.0,45.0,15.039999999999992,53.14,1
STU0630,17,Female,Tamil Nadu,District_TAM_5,Urban,Diploma,Commerce,295000.0,3,1,23100.0,54000.0,0,92700.0,2,0,0,0.01,89.41,94.96,61.18,0.78,Mathematics,1,1,1,9,1,0,23.5,11.4,0,0,0,0,0,0,0,0,0,98333.33333333333,2.0,1.2538983050847459,0.18305084745762712,16.27,64.71,66.27,0.0,0.0,5.549999999999997,42.47,0
STU0631,18,Male,Karnataka,District_KAR_5,Rural,Undergraduate,STEM,119000.0,5,1,7400.0,49000.0,100000,27500.0,4,1,1,0.33,87.94,96.52,86.08,0.66,Mathematics,0,0,1,8,0,1,13.7,9.6,0,0,0,0,0,0,0,0,0,23800.0,4.0,1.8176470588235294,0.4117647058823529,56.13,79.84,79.31,0.0,0.0,8.579999999999998,59.0,1
STU0632,20,Male,Odisha,District_ODI_4,Rural,Undergraduate,Commerce,860000.0,8,1,54800.0,0.0,40000,163900.0,7,1,1,0.01,57.88,65.83,78.51,0.68,Humanities,1,0,1,5,1,0,13.7,5.0,0,0,0,0,0,0,0,0,0,107500.0,7.0,1.0017441860465117,0.0,43.79,32.99,63.58,0.0,0.0,7.949999999999996,36.2,0
STU0633,24,Female,Bihar,District_BIH_1,Rural,Undergraduate,STEM,95000.0,6,1,7400.0,0.0,40000,15400.0,5,0,1,3.07,90.69,93.09,90.06,0.9,Humanities,0,0,1,6,1,0,14.4,3.4,0,0,0,0,1,0,20000,0,0,15833.333333333334,5.0,1.5178947368421052,0.0,56.36,76.46,70.3,15.0,37.89,2.4000000000000057,59.75,1
STU0634,17,Female,Uttar Pradesh,District_UTT_1,Urban,Higher Secondary,STEM,93000.0,5,1,6000.0,93000.0,0,18800.0,4,1,0,0.02,69.84,70.2,90.98,0.98,Commerce,1,1,1,4,1,1,19.8,3.9,0,0,0,0,0,0,20000,0,0,18600.0,4.0,0.9763440860215054,1.0,12.31,94.05,51.96,0.0,38.71,0.35999999999999943,50.3,0
STU0635,25,Female,Bihar,District_BIH_5,Rural,Undergraduate,STEM,306000.0,6,1,18000.0,0.0,0,70100.0,5,1,0,0.8,82.57,87.06,68.76,0.82,Mathematics,0,0,1,7,1,1,7.0,20.8,0,0,0,0,0,0,0,0,0,51000.0,5.0,0.9349673202614379,0.0,54.9,65.18,68.27,0.0,0.0,4.490000000000009,50.86,1
STU0636,23,Male,Odisha,District_ODI_2,Urban,Postgraduate,Commerce,143000.0,7,1,9400.0,0.0,0,41000.0,6,1,0,0.27,86.63,90.65,61.84,0.84,Mathematics,1,0,1,8,0,1,22.4,2.4,0,0,0,1,0,1,0,0,0,20428.571428571428,6.0,1.0755244755244755,0.0,34.63,76.26,65.37,30.0,0.0,4.02000000000001,54.46,1
STU0637,17,Male,Karnataka,District_KAR_4,Urban,Higher Secondary,STEM,112000.0,3,2,6900.0,116000.0,15000,14600.0,1,1,0,0.18,72.73,72.32,86.72,0.98,Humanities,1,0,0,6,1,0,21.9,1.3,0,0,0,0,1,0,0,0,0,37333.333333333336,0.5,1.0035714285714286,1.0357142857142858,47.4,72.34,56.49,15.0,0.0,-0.4100000000000108,51.17,1
STU0638,20,Male,Odisha,District_ODI_4,Semi-Urban,Undergraduate,Commerce,75000.0,4,2,4000.0,3000.0,0,11700.0,2,1,0,0.16,67.96,71.74,97.15,0.85,Humanities,0,0,1,4,0,1,19.9,2.9,0,0,0,0,0,0,0,0,0,18750.0,1.0,0.796,0.04,56.87,61.28,64.36,0.0,0.0,3.780000000000001,48.91,0
STU0639,22,Female,Uttar Pradesh,District_UTT_5,Semi-Urban,Undergraduate,Arts,301000.0,4,1,25500.0,171000.0,0,58700.0,3,1,0,0.06,91.2,89.96,76.97,0.95,Commerce,1,1,1,9,1,1,21.2,1.4,0,0,0,0,1,0,0,0,0,75250.0,3.0,1.2116279069767442,0.5681063122923588,3.23,75.43,54.56,15.0,0.0,-1.240000000000009,42.94,0
STU0640,23,Female,West Bengal,District_WES_5,Semi-Urban,Diploma,Commerce,318000.0,6,1,27200.0,22000.0,0,60500.0,5,0,0,0.08,60.39,62.36,69.87,0.92,Commerce,0,0,1,8,1,0,21.9,8.9,0,0,0,1,0,0,20000,0,0,53000.0,5.0,1.2166666666666666,0.06918238993710692,52.44,69.91,54.85,15.0,11.32,1.9699999999999989,51.48,1
STU0641,16,Male,Rajasthan,District_RAJ_2,Rural,Diploma,Arts,190000.0,8,3,11200.0,0.0,0,37600.0,5,0,0,1.12,61.56,62.55,65.95,0.96,Science,0,0,1,3,0,0,7.2,3.3,0,0,0,0,0,0,0,0,0,23750.0,1.6666666666666667,0.9052631578947369,0.0,73.82,63.4,56.47,0.0,0.0,0.9899999999999949,51.07,0
STU0642,21,Female,Uttar Pradesh,District_UTT_2,Urban,Undergraduate,STEM,608000.0,8,1,32000.0,0.0,100000,181400.0,7,1,0,0.06,66.27,61.66,70.92,0.82,Languages,1,1,1,6,1,1,21.9,1.5,0,0,0,0,0,0,0,0,0,76000.0,7.0,1.094407894736842,0.0,7.48,48.48,37.56,0.0,0.0,-4.609999999999999,27.85,0
STU0643,16,Non-Binary/Other,Odisha,District_ODI_1,Semi-Urban,Undergraduate,Commerce,109000.0,6,2,8800.0,0.0,15000,19700.0,4,1,0,0.46,88.68,77.57,72.46,0.56,Mathematics,1,0,1,8,0,0,20.0,1.2,0,0,0,0,1,0,0,1,0,18166.666666666668,2.0,1.2871559633027523,0.0,45.15,69.85,47.85,15.0,35.0,-11.110000000000014,49.44,1
STU0644,17,Female,Odisha,District_ODI_4,Semi-Urban,Diploma,STEM,85000.0,5,1,5000.0,220000.0,15000,19200.0,4,1,1,0.17,92.25,89.61,76.11,0.89,Mathematics,1,0,1,9,0,1,22.1,4.3,0,0,0,0,0,0,20000,0,0,17000.0,4.0,1.108235294117647,2.588235294117647,34.01,90.8,56.55,0.0,42.35,-2.6400000000000006,54.84,1
STU0645,16,Male,Tamil Nadu,District_TAM_4,Urban,Undergraduate,Arts,244000.0,4,2,16200.0,58000.0,0,62500.0,2,1,0,0.03,59.9,73.73,84.91,0.45,Commerce,1,1,1,6,0,0,21.0,4.2,0,0,0,0,0,0,0,0,0,61000.0,1.0,1.0528688524590164,0.23770491803278687,28.93,57.24,72.82,0.0,0.0,13.830000000000005,44.02,0
STU0646,20,Female,Tamil Nadu,District_TAM_5,Rural,Undergraduate,STEM,296000.0,5,1,15600.0,0.0,40000,46800.0,4,1,0,3.62,88.87,90.02,70.38,0.95,Commerce,1,0,1,6,1,0,14.5,10.7,0,0,0,0,1,0,0,0,0,59200.0,4.0,0.9256756756756757,0.0,44.24,63.95,63.66,15.0,0.0,1.1499999999999915,49.4,1
STU0647,25,Female,Madhya Pradesh,District_MAD_1,Rural,Undergraduate,Commerce,86000.0,7,1,5100.0,293000.0,15000,24100.0,6,0,0,1.01,61.62,69.27,61.94,0.69,Science,1,0,0,6,0,1,14.8,29.7,0,0,0,0,0,0,0,0,0,12285.714285714286,6.0,1.166279069767442,3.4069767441860463,59.83,97.23,65.3,0.0,0.0,7.649999999999999,62.32,1
STU0648,24,Male,Tamil Nadu,District_TAM_4,Rural,Postgraduate,Medicine,54000.0,4,2,4500.0,0.0,40000,12800.0,2,1,0,1.08,93.68,83.93,74.18,0.61,Languages,1,1,1,3,0,0,10.3,3.6,0,0,0,1,1,0,0,1,0,13500.0,1.0,1.9777777777777779,0.0,37.65,64.45,49.69,30.0,35.0,-9.75,48.76,0
STU0649,21,Male,Maharashtra,District_MAH_1,Rural,Undergraduate,Arts,339000.0,7,1,28300.0,0.0,0,71800.0,6,0,0,0.81,76.88,73.83,92.51,0.88,Science,1,1,1,5,1,0,15.7,8.3,0,0,0,0,0,0,120000,0,0,48428.57142857143,6.0,1.2135693215339234,0.0,24.28,67.17,49.75,0.0,45.0,-3.049999999999997,43.05,0
STU0650,16,Non-Binary/Other,Rajasthan,District_RAJ_1,Rural,Undergraduate,Arts,715000.0,3,1,41900.0,0.0,0,216200.0,2,1,1,2.34,50.32,45.19,78.94,0.79,Languages,0,1,1,9,1,0,17.4,6.8,0,0,0,0,0,0,20000,0,0,238333.33333333334,2.0,1.0055944055944055,0.0,31.97,28.36,34.72,0.0,5.03,-5.130000000000003,25.25,0
STU0651,16,Female,Karnataka,District_KAR_5,Urban,Undergraduate,Commerce,226000.0,5,1,14500.0,0.0,15000,36400.0,4,1,0,0.17,51.54,53.32,96.66,0.93,Mathematics,1,1,1,6,0,1,21.1,2.5,0,0,0,0,0,0,20000,0,0,45200.0,4.0,0.9973451327433628,0.0,18.21,71.3,48.55,0.0,15.93,1.7800000000000011,41.53,0
STU0652,17,Female,Uttar Pradesh,District_UTT_1,Rural,Postgraduate,STEM,99000.0,6,2,5500.0,156000.0,0,31800.0,4,1,0,0.47,56.64,74.17,79.14,0.3,Science,1,0,1,4,0,0,11.9,2.1,0,0,1,0,1,0,0,0,0,16500.0,2.0,0.9878787878787879,1.5757575757575757,54.88,85.26,77.31,40.0,0.0,17.53,66.14,1
